TicketID,Date,AgentID,Priority,Category,Channel,ResolutionMinutes,Status,SLA_Met,Escalated,FCR,CSAT,Revenue,Profit
292,2024-12-26,1010,Critical,Technical Issue,Email,250,Pending Customer,False,True,False,3,236.05,110.5
293,2025-05-10,1023,High,Technical Issue,Social Media,161,Closed,False,True,False,2,265.88,120.57
294,2024-12-04,1011,Low,Technical Issue,Email,38,Open,True,False,True,5,154.39,96.0
295,2024-11-03,1007,High,Technical Issue,Phone,154,Closed,True,False,False,4,149.16,73.48
296,2024-12-29,1001,Low,General Inquiry,Email,69,Resolved,True,False,True,4,40.89,19.68
297,2025-02-11,1009,Low,Billing,Phone,57,Resolved,False,False,True,4,575.0,358.58
298,2024-09-02,1007,Medium,Billing,Phone,91,In Progress,True,False,True,4,568.89,376.77
299,2024-10-29,1013,High,Feature Request,Social Media,144,Resolved,False,True,True,3,624.29,292.86
300,2024-07-08,1021,High,Account Access,Chat,135,Resolved,True,False,True,4,60.15,34.45
301,2025-06-15,1006,Low,Feature Request,Web Portal,37,Closed,True,False,True,4,341.06,191.43
302,2024-09-08,1015,High,Technical Issue,Web Portal,121,Closed,True,False,False,4,277.37,129.23
303,2025-03-16,1019,Medium,Technical Issue,Phone,110,Closed,True,False,True,4,107.25,58.41
304,2024-09-01,1002,Medium,Technical Issue,Email,66,Open,False,True,True,3,123.92,69.0
305,2025-04-10,1015,Medium,General Inquiry,Web Portal,60,Closed,True,False,True,4,44.3,21.0
306,2025-04-29,1005,Critical,Account Access,Email,188,Open,True,False,False,4,97.69,46.23
307,2024-09-17,1013,Medium,Billing,Phone,85,Resolved,True,False,True,5,389.6,200.91
308,2024-10-17,1022,Low,Billing,Social Media,42,Resolved,True,False,True,4,139.05,83.79
309,2024-10-06,1004,Low,Account Access,Chat,58,Pending Customer,True,False,False,4,177.24,106.51
310,2024-10-27,1020,Medium,Billing,Phone,74,Resolved,True,False,False,5,228.04,104.2
311,2024-09-08,1014,Low,Technical Issue,Phone,60,Closed,True,False,True,4,155.51,74.78
312,2024-11-28,1004,Critical,Technical Issue,Web Portal,284,Open,False,True,False,3,344.36,121.17
313,2025-03-26,1006,Medium,Technical Issue,Chat,93,Resolved,True,False,True,5,248.01,144.23
314,2025-04-26,1004,Low,Billing,Email,77,Resolved,True,False,False,4,547.87,321.76
315,2025-03-16,1005,Medium,Bug Report,Chat,77,Closed,False,True,False,3,207.8,113.4
316,2025-05-06,1016,Low,Feature Request,Phone,78,Closed,True,False,True,4,536.04,338.66
317,2025-03-19,1013,Medium,Billing,Email,83,Closed,True,True,False,3,260.23,133.45
318,2024-10-11,1018,Low,Technical Issue,Chat,45,Closed,True,False,True,5,116.51,68.13
319,2024-07-02,1018,Low,Technical Issue,Email,59,Closed,True,False,True,5,94.86,58.05
320,2025-03-10,1010,High,Billing,Phone,126,Resolved,True,True,False,3,501.89,276.6
321,2025-04-06,1022,Medium,Billing,Phone,88,Resolved,True,False,True,5,303.69,212.47
322,2025-04-22,1014,High,Bug Report,Phone,136,In Progress,True,True,False,3,186.34,105.92
323,2024-09-29,1001,Low,Account Access,Phone,69,Closed,True,False,True,4,154.96,93.63
324,2025-04-29,1008,High,Account Access,Chat,203,Open,True,False,False,4,71.39,34.95
325,2024-11-17,1016,High,Account Access,Chat,135,In Progress,True,False,True,4,170.42,87.9
326,2024-12-18,1002,High,Technical Issue,Email,122,Resolved,True,False,False,5,115.1,53.05
327,2025-04-28,1009,Medium,Account Access,Chat,108,Resolved,True,False,True,5,157.35,101.71
328,2024-09-04,1004,Critical,Billing,Chat,246,Resolved,True,True,False,3,445.73,184.82
329,2024-11-13,1013,High,Technical Issue,Web Portal,195,Closed,True,False,True,4,327.29,147.83
330,2024-09-14,1017,Medium,Technical Issue,Web Portal,39,Closed,True,False,True,5,246.49,133.64
331,2025-03-09,1016,Medium,Feature Request,Phone,117,Open,False,True,False,3,476.79,267.67
332,2025-04-12,1005,Low,Billing,Email,55,Open,True,True,False,3,231.88,126.3
333,2025-02-24,1008,Medium,General Inquiry,Chat,125,Closed,True,True,True,3,61.72,28.7
334,2025-04-23,1019,Medium,Technical Issue,Web Portal,122,Resolved,True,False,False,4,300.8,176.89
335,2024-08-05,1004,Medium,Billing,Chat,119,Resolved,True,False,True,4,454.47,305.15
336,2025-03-17,1011,Medium,Technical Issue,Chat,107,Closed,True,False,False,5,223.57,125.57
337,2024-10-15,1011,Low,Technical Issue,Phone,54,In Progress,True,True,True,4,384.39,147.71
338,2025-06-14,1003,High,Account Access,Web Portal,85,Closed,True,False,False,5,156.71,77.5
339,2025-01-10,1004,High,Billing,Chat,211,Closed,True,False,False,4,408.85,251.15
340,2025-01-11,1016,Medium,Technical Issue,Web Portal,89,Pending Customer,True,False,True,5,297.33,137.26
341,2024-10-26,1015,High,Feature Request,Chat,115,Resolved,True,False,True,5,446.37,265.67
342,2024-10-06,1009,High,Account Access,Phone,158,Resolved,True,False,False,4,80.07,54.03
343,2024-11-02,1023,High,Technical Issue,Phone,141,Resolved,True,True,False,3,176.92,72.67
344,2024-08-17,1022,High,General Inquiry,Email,92,Closed,True,True,True,4,38.9,17.35
345,2025-04-30,1006,Medium,Account Access,Phone,74,Resolved,True,False,True,5,41.37,26.11
346,2024-09-14,1003,Low,Billing,Chat,31,Resolved,True,False,True,5,529.19,282.13
347,2025-03-31,1002,Medium,Technical Issue,Web Portal,81,Closed,True,False,False,5,350.52,212.26
348,2024-12-03,1013,High,Technical Issue,Chat,161,Closed,True,False,False,4,375.02,214.21
349,2025-03-09,1022,High,Technical Issue,Phone,127,Closed,True,False,False,4,141.46,97.7
350,2025-04-03,1017,Low,Feature Request,Phone,39,Pending Customer,True,False,True,5,303.81,144.63
351,2025-02-12,1015,Low,Technical Issue,Email,34,Resolved,True,False,True,5,180.95,115.43
352,2024-07-01,1015,Medium,Feature Request,Phone,66,Open,True,False,True,5,814.67,484.33
353,2025-01-26,1021,Critical,Bug Report,Phone,207,Closed,True,False,True,5,229.0,145.48
354,2025-05-09,1016,High,Technical Issue,Phone,212,Closed,True,False,False,4,134.11,90.52
355,2024-08-12,1005,Medium,Feature Request,Email,91,Resolved,True,False,True,5,488.26,241.57
356,2025-03-22,1016,Low,General Inquiry,Chat,60,Closed,True,False,True,5,32.06,16.12
357,2024-10-04,1016,Low,Billing,Web Portal,47,Closed,True,False,True,5,188.78,90.58
358,2024-12-05,1023,Low,Billing,Email,72,Open,False,True,True,2,447.7,176.92
359,2025-04-16,1012,High,Account Access,Phone,151,Resolved,True,True,True,4,157.96,82.98
360,2024-07-06,1016,Low,Bug Report,Social Media,77,Resolved,True,False,True,4,98.13,55.37
361,2024-09-02,1009,Medium,Account Access,Chat,90,Closed,True,False,True,5,104.65,58.76
362,2025-04-27,1011,Medium,Account Access,Phone,92,Pending Customer,True,False,True,4,169.95,104.64
363,2024-10-21,1017,High,Feature Request,Phone,76,Open,True,False,False,5,424.42,196.85
364,2024-08-02,1005,Medium,Bug Report,Email,82,Closed,True,False,True,4,111.34,68.12
365,2025-04-04,1018,Low,Technical Issue,Phone,35,Pending Customer,True,False,True,4,233.45,162.88
366,2025-05-07,1007,Medium,Billing,Social Media,153,Resolved,True,False,False,4,486.7,255.49
367,2024-11-14,1001,Medium,Account Access,Social Media,116,Resolved,True,False,False,4,158.55,90.86
368,2024-11-02,1002,High,General Inquiry,Email,80,Closed,True,False,False,4,87.79,41.27
369,2024-11-23,1021,Critical,Bug Report,Email,207,Closed,False,True,True,4,286.11,165.66
370,2024-11-27,1003,Low,Technical Issue,Chat,43,Pending Customer,True,False,True,4,218.3,114.0
371,2025-01-21,1002,Low,Account Access,Email,49,Closed,True,False,True,5,89.0,43.18
372,2024-07-07,1012,Medium,General Inquiry,Email,71,Closed,True,False,True,4,52.09,23.63
373,2024-12-09,1003,High,Technical Issue,Phone,95,Resolved,True,False,False,4,349.25,196.35
374,2025-05-18,1010,Critical,Technical Issue,Phone,223,Resolved,True,False,True,5,234.67,159.39
375,2024-09-12,1021,Medium,Account Access,Email,79,Closed,True,True,True,4,176.35,96.55
376,2025-05-12,1018,Medium,Billing,Social Media,75,Resolved,True,False,True,5,430.38,209.43
377,2025-03-15,1015,Medium,Account Access,Phone,52,Resolved,True,True,True,4,102.77,48.34
378,2024-10-11,1015,Medium,General Inquiry,Phone,65,Resolved,True,False,True,5,32.12,17.82
379,2024-07-16,1023,High,Technical Issue,Web Portal,198,Closed,True,False,False,4,300.99,204.58
380,2025-04-08,1022,Medium,Billing,Phone,57,Resolved,False,False,True,4,358.11,189.76
381,2025-03-12,1013,Medium,Technical Issue,Email,117,Closed,True,True,False,3,276.05,131.5
382,2025-02-08,1023,High,General Inquiry,Phone,237,Closed,True,False,True,4,61.44,39.6
383,2024-10-22,1006,Medium,General Inquiry,Web Portal,59,In Progress,True,False,True,5,40.57,21.36
384,2025-03-25,1006,Critical,Technical Issue,Chat,252,Closed,False,True,False,3,162.88,80.24
385,2024-07-31,1005,Critical,Feature Request,Web Portal,160,In Progress,True,False,False,4,767.54,349.93
386,2024-12-23,1020,High,Bug Report,Phone,119,Resolved,True,False,False,4,298.77,137.16
387,2025-06-03,1010,Medium,Technical Issue,Email,71,Closed,True,False,True,4,376.49,223.5
388,2025-05-27,1001,Critical,General Inquiry,Chat,303,Resolved,False,False,True,4,79.73,52.67
389,2024-09-09,1022,High,Billing,Social Media,145,Resolved,False,False,False,4,396.3,189.7
390,2024-07-30,1016,High,Feature Request,Social Media,239,Closed,True,True,False,3,829.9,399.44
391,2024-12-19,1013,Low,Technical Issue,Email,71,Resolved,False,True,True,3,285.11,143.7
392,2025-04-24,1007,Low,General Inquiry,Phone,60,Resolved,True,False,True,4,21.97,11.78
393,2024-10-30,1007,Low,Feature Request,Chat,56,Resolved,True,True,True,3,596.92,265.6
394,2024-07-09,1003,Critical,Bug Report,Email,154,Closed,True,False,True,5,158.69,73.77
395,2024-08-27,1011,High,Billing,Chat,117,Open,True,False,False,4,581.97,346.38
396,2024-07-25,1017,Medium,Account Access,Email,44,Closed,True,False,True,4,52.74,35.49
397,2024-12-01,1022,Medium,Account Access,Web Portal,60,Resolved,True,False,True,5,168.6,111.07
398,2024-09-28,1008,Low,Feature Request,Chat,84,Open,True,False,True,4,292.52,202.83
399,2024-08-18,1010,Medium,Bug Report,Chat,80,Closed,True,False,False,4,268.65,167.3
400,2025-04-05,1009,Low,Billing,Chat,39,Closed,True,False,False,4,333.84,228.26
401,2024-12-08,1023,Medium,Billing,Email,134,Resolved,True,True,True,3,161.65,68.62
402,2025-04-20,1011,Medium,General Inquiry,Email,105,Resolved,True,False,False,4,81.87,40.82
403,2025-05-26,1010,Medium,Feature Request,Social Media,99,Closed,True,False,False,4,263.62,145.49
404,2024-09-12,1004,Medium,Billing,Email,118,Closed,True,False,False,4,195.62,90.42
405,2025-03-11,1020,High,Billing,Email,124,Closed,True,False,False,5,160.62,100.9
406,2024-11-20,1004,Medium,Feature Request,Phone,131,Closed,True,False,True,4,592.47,357.18
407,2025-01-16,1002,Medium,General Inquiry,Email,56,Open,True,False,True,4,63.74,42.74
408,2025-05-11,1019,Low,General Inquiry,Email,64,Resolved,True,False,True,4,43.97,20.78
409,2025-05-04,1008,Medium,Technical Issue,Chat,154,In Progress,False,True,True,3,372.38,173.88
410,2024-12-29,1006,High,General Inquiry,Email,121,Closed,True,True,False,3,56.51,33.19
411,2025-04-29,1023,Low,Account Access,Phone,60,In Progress,True,False,False,4,86.03,49.31
412,2025-05-03,1016,Medium,Feature Request,Email,111,Closed,False,False,True,3,284.51,152.6
413,2025-04-01,1007,Critical,Account Access,Social Media,392,Open,False,True,False,3,42.17,16.33
414,2024-12-10,1017,Critical,Technical Issue,Email,99,Closed,True,False,False,4,321.19,223.52
415,2024-07-14,1002,High,Technical Issue,Chat,99,Closed,True,False,False,5,385.03,258.84
416,2025-02-07,1003,Critical,Account Access,Email,186,Open,True,False,True,5,45.91,28.57
417,2025-04-08,1013,Low,Feature Request,Social Media,75,Open,True,False,False,4,675.5,448.11
418,2024-07-16,1006,Low,Feature Request,Email,37,Closed,True,False,True,5,462.03,318.28
419,2025-03-11,1007,Low,Bug Report,Email,79,Resolved,True,False,True,4,115.96,76.73
420,2024-07-18,1020,Low,Account Access,Email,46,In Progress,False,False,True,5,118.01,67.2
421,2024-07-19,1011,Medium,Account Access,Email,74,Closed,True,False,True,5,56.52,28.56
422,2024-12-30,1019,Medium,Technical Issue,Chat,90,Closed,True,False,True,4,181.36,125.85
423,2025-06-14,1002,Medium,Technical Issue,Email,55,Resolved,True,False,True,5,367.31,179.97
424,2025-03-14,1019,Low,General Inquiry,Web Portal,84,Resolved,True,False,True,4,82.72,53.49
425,2025-03-09,1019,High,Billing,Web Portal,167,Open,True,True,False,3,354.62,126.58
426,2024-12-20,1013,Medium,Account Access,Email,116,Resolved,True,False,True,4,134.89,80.69
427,2025-04-02,1016,High,Technical Issue,Phone,213,Resolved,True,False,False,4,116.21,73.51
428,2025-01-28,1013,Medium,Billing,Web Portal,108,Closed,True,True,False,3,395.97,202.75
429,2024-07-10,1015,Medium,Feature Request,Phone,49,Open,True,False,True,5,837.37,555.75
430,2025-03-19,1020,Medium,Bug Report,Email,64,Resolved,True,False,False,5,135.4,80.26
431,2025-06-12,1006,Medium,Technical Issue,Email,75,Resolved,True,False,True,4,162.12,90.92
432,2024-08-19,1022,Critical,Technical Issue,Email,186,Closed,True,True,False,3,261.0,147.68
433,2025-03-31,1021,Low,Technical Issue,Phone,47,Resolved,True,False,False,5,100.85,68.47
434,2025-06-12,1005,Medium,Billing,Email,88,Closed,True,False,True,5,493.16,310.79
435,2025-02-26,1017,High,Billing,Phone,68,Closed,False,True,False,3,383.21,228.13
436,2024-09-17,1007,Medium,General Inquiry,Phone,96,Resolved,True,False,False,3,23.18,14.22
437,2025-06-23,1023,Medium,Account Access,Email,94,Resolved,True,False,False,4,108.29,59.26
438,2024-11-10,1012,High,Feature Request,Web Portal,102,Resolved,False,False,True,4,283.02,192.69
439,2025-02-17,1004,High,Technical Issue,Social Media,179,Resolved,True,False,True,4,267.35,185.19
440,2024-08-04,1005,Medium,Account Access,Phone,94,Pending Customer,True,False,True,5,133.29,72.45
441,2024-12-01,1016,Low,Account Access,Phone,72,Closed,True,False,False,4,97.85,61.36
442,2025-01-01,1004,Low,General Inquiry,Web Portal,56,Closed,True,True,True,3,55.38,24.69
443,2024-10-15,1014,Medium,Billing,Email,81,Resolved,True,False,True,5,591.49,304.8
444,2024-07-04,1017,Low,Technical Issue,Phone,31,Resolved,True,False,True,5,273.86,127.22
445,2024-12-29,1003,Medium,Billing,Email,83,Closed,True,False,True,5,435.53,249.51
446,2024-10-17,1022,Medium,Billing,Web Portal,74,Resolved,True,False,False,5,208.22,125.16
447,2024-09-09,1003,Critical,Technical Issue,Web Portal,177,Closed,True,True,False,4,271.24,145.53
448,2025-03-18,1011,Medium,Account Access,Chat,101,Resolved,True,True,False,3,100.95,38.37
449,2024-11-10,1007,Medium,General Inquiry,Web Portal,109,In Progress,True,True,False,3,54.11,19.17
450,2024-08-09,1009,High,Feature Request,Chat,129,Resolved,True,False,False,4,733.92,383.18
451,2025-03-30,1016,Critical,Account Access,Web Portal,308,Open,False,True,False,3,78.48,38.06
452,2024-11-09,1003,Medium,Account Access,Email,51,Open,True,False,True,4,130.91,76.47
453,2025-05-06,1020,Medium,Feature Request,Email,50,Closed,True,False,True,5,659.45,424.1
454,2024-09-15,1011,Low,Account Access,Web Portal,63,Resolved,True,False,True,5,44.19,25.74
455,2025-04-01,1011,Medium,Bug Report,Social Media,106,Resolved,True,True,True,4,188.67,75.37
456,2025-04-13,1005,Low,Feature Request,Chat,57,Closed,True,False,True,5,611.14,370.44
457,2025-01-03,1007,High,Bug Report,Phone,196,Resolved,False,False,True,3,193.72,115.84
458,2025-06-16,1005,Low,Billing,Email,48,Open,True,False,True,5,303.57,180.45
459,2025-04-08,1018,Low,General Inquiry,Phone,57,Open,True,False,True,5,62.14,34.36
460,2024-07-29,1013,Low,Account Access,Social Media,46,Resolved,True,False,True,4,89.82,40.78
461,2025-03-19,1022,Medium,Bug Report,Email,79,Closed,True,False,True,5,279.4,143.31
462,2024-11-22,1015,Low,Technical Issue,Phone,37,Closed,True,False,False,4,351.9,221.78
463,2025-01-25,1016,Medium,Account Access,Chat,135,Resolved,True,False,False,4,147.82,84.42
464,2025-01-26,1017,Low,Account Access,Phone,38,Resolved,False,False,True,4,137.82,81.78
465,2025-02-01,1005,Low,Bug Report,Email,60,Open,True,False,True,4,97.21,66.81
466,2025-05-23,1013,Medium,Billing,Email,103,Resolved,True,False,True,4,292.55,192.34
467,2024-07-24,1007,High,Bug Report,Web Portal,191,Closed,True,False,False,4,288.56,191.63
468,2025-01-15,1004,High,Feature Request,Phone,139,Resolved,True,True,False,3,667.31,306.39
469,2024-12-06,1010,Critical,General Inquiry,Email,147,Resolved,True,False,False,4,81.7,47.41
470,2024-09-07,1019,Low,Feature Request,Chat,53,Closed,True,False,True,4,453.96,222.32
471,2025-03-18,1010,Medium,Feature Request,Email,101,Closed,True,False,True,5,528.68,363.61
472,2024-12-10,1020,Low,Bug Report,Phone,38,In Progress,True,False,True,4,188.89,126.92
473,2024-08-11,1019,Critical,Billing,Email,225,Closed,True,True,False,3,183.41,107.82
474,2025-02-08,1008,Medium,Billing,Phone,99,Closed,True,False,False,4,511.12,298.64
475,2024-07-04,1023,Medium,Account Access,Phone,133,Resolved,True,True,False,3,112.62,44.41
476,2025-05-11,1008,Medium,Billing,Email,102,Resolved,True,True,True,3,265.85,140.27
477,2025-01-01,1015,High,Account Access,Email,101,Resolved,True,False,False,5,93.86,54.22
478,2025-05-22,1016,High,Technical Issue,Phone,199,Resolved,True,False,False,4,133.43,71.61
479,2024-07-11,1018,Low,Billing,Email,50,Resolved,True,True,False,4,280.13,121.8
480,2025-03-26,1016,High,Feature Request,Email,156,Resolved,True,True,False,3,607.71,239.35
481,2025-02-14,1022,Medium,Technical Issue,Chat,65,Open,True,False,True,4,175.17,117.93
482,2024-12-09,1019,Low,Technical Issue,Chat,89,Resolved,True,False,True,4,378.77,251.18
483,2025-01-26,1013,Medium,Account Access,Phone,113,Pending Customer,True,False,True,4,120.45,59.88
484,2024-09-05,1018,High,Account Access,Web Portal,169,Closed,True,False,True,4,113.63,58.28
485,2024-08-24,1007,Critical,Bug Report,Chat,267,Closed,False,False,True,3,71.02,37.64
486,2025-04-13,1004,Critical,Bug Report,Email,325,Open,False,True,False,3,91.5,45.99
487,2025-01-01,1006,Low,Feature Request,Phone,47,Open,False,False,False,4,844.18,538.57
488,2025-06-01,1002,Medium,Account Access,Email,82,Pending Customer,False,False,False,4,89.72,48.93
489,2025-03-08,1022,Medium,Account Access,Phone,49,Open,True,False,True,5,42.32,26.43
490,2025-03-25,1003,Low,General Inquiry,Web Portal,51,Pending Customer,True,False,True,4,87.57,54.48
491,2024-11-09,1009,Medium,Technical Issue,Email,80,Pending Customer,False,True,False,2,145.74,63.45
492,2025-01-30,1006,High,Bug Report,Phone,166,Resolved,True,True,False,3,292.16,121.29
493,2024-09-21,1014,Medium,Technical Issue,Phone,93,Closed,True,False,True,4,165.42,77.58
494,2024-08-05,1008,Medium,Technical Issue,Email,100,Resolved,True,False,False,3,275.39,170.39
495,2025-02-16,1009,Medium,Account Access,Email,69,In Progress,True,False,True,5,134.52,61.53
496,2025-05-08,1011,Medium,General Inquiry,Phone,100,Open,False,False,True,4,74.19,45.42
